"Col1","Col2","Col3","retail_price","is_FK_Advantage_product","brand","Demand"
"Jewellery","Bangles","Armlets",2475,0,"Urthn",3.32214765100671
"Jewellery","Bangles","Armlets",1725,0,"The Jewelbox",2.5
"Jewellery","Bangles","Armlets",2799,0,"Anjan",2.8018018018018
"Jewellery","Bangles","Armlets",1545,0,"The Jewelbox",2.5
"Jewellery","Bangles","Armlets",2475,0,"Urthn",3.32214765100671
"Clothing","Womens","Western",1525,0,"",1.24489795918367
"Jewellery","Bangles","Armlets",1500,0,"My Design",2.24215246636771
"Jewellery","Bangles","Armlets",1200,0,"My Design",2.18579234972678
"Kitchen","Dining","Bulbs",700,0,"IPP",2.76679841897233
"Automotive","Accessories","parts",699,0,"Xtreme",2.00286532951289
"Clothing","Mens","Accessories",599,0,"",1.20040080160321
"Clothing","Womens","Ethnic",1199,0,"",3.03544303797468
"Baby","Care","Bath",649,0,"BornBabyKids",1.1018675721562
"Clothing","Womens","Ethnic",1499,0,"",3.00400801603206
"Jewellery","Bangles","Armlets",2499,0,"Muchmore",2.7797552836485
"Jewellery","Bangles","Armlets",1500,0,"My Design",2.24215246636771
"Jewellery","Bangles","Armlets",1690,0,"The Jewelbox",2.5
"Jewellery","Bangles","Armlets",1500,0,"My Design",2.24215246636771
"Jewellery","Bangles","Armlets",1500,0,"My Design",2.14592274678112
"Footwear","Womens","Heels",1498,0,"",2.5008347245409
"Mobiles","Accessories","Accessories",799,0,"Kanu",1.77951002227171
"Clothing","Mens","Accessories",599,0,"",1.20040080160321
"Footwear","Womens","Heels",3290,0,"",3.34010152284264
"Home","Furnishing","Dining",4500,0,"Eco Haat",1.25034731869964
"Footwear","Womens","Heels",1200,0,"",1.71673819742489
"Clothing","Mens","Accessories",699,0,"",1.10776545166403
"Jewellery","Bangles","Armlets",1838,0,"The Jewelbox",2.50068027210884
"Clothing","Mens","Accessories",1200,0,"",1.80451127819549
"Jewellery","Bangles","Armlets",2600,0,"Jewbang",2.89210233592881
"Automotive","Accessories","parts",599,0,"Favourite BikerZ",1.59308510638298
"Clothing","Womens","Ethnic",1499,0,"",3.00400801603206
"Clothing","Womens","Ethnic",1499,0,"",3.00400801603206
"Clothing","Mens","Winter",1299,1,"",1.66752246469833
"Clothing","Womens","Ethnic",999,0,"",2.50375939849624
"Clothing","Kids","Girls",2150,0,"",2
"Footwear","Womens","Heels",2999,0,"",3.75344180225282
"Footwear","Womens","Heels",1400,0,"",2.33722871452421
"Clothing","Womens","Ethnic",1200,0,"",2.44897959183673
"Clothing","Womens","Western",1295,0,"",1
"Clothing","Womens","Ethnic",949,0,"",2.16173120728929
"Clothing","Mens","Accessories",1000,0,"",1.43061516452074
"Kitchen","Dining","Bulbs",920,0,"Finolex",2.35897435897436
"Clothing","Womens","Western",1799,0,"",1.66728452270621
"Footwear","Womens","Heels",2999,0,"",3.33222222222222
"Automotive","Accessories","parts",699,0,"Xtreme",2.00286532951289
"Footwear","Womens","Heels",2248,0,"",2.50055617352614
"Mobiles","Accessories","Accessories",1499,0,"Generix",5.0133779264214
"Clothing","Kids","Girls",1520,0,"",1.52152152152152
"Clothing","Womens","Ethnic",990,0,"",2.50632911392405
"Clothing","Mens","Accessories",599,0,"",2.40562248995984
"Kitchen","Dining","Bulbs",950,0,"VRCT",2.11111111111111
"Mobiles","Accessories","Accessories",990,0,"Jojo",3.47368421052632
"Clothing","Womens","Ethnic",999,0,"",2.35058823529412
"Clothing","Womens","Ethnic",1199,0,"",3.43553008595989
"Automotive","Accessories","parts",2500,0,"Speedwav",2.38549618320611
"Clothing","Womens","Ethnic",1149,0,"",3.29226361031519
"Clothing","Mens","Winter",1299,0,"",1.42904290429043
"Footwear","Womens","Heels",2795,1,"",3.99856938483548
"Clothing","Womens","Ethnic",749,0,"",2.340625
"Clothing","Mens","Accessories",501,0,"",1
"Clothing","Mens","Accessories",599,0,"",1.20040080160321
"Clothing","Womens","Ethnic",1600,0,"Finesse",1.23076923076923
"Automotive","Accessories","parts",900,0,"Speedwav",1.15681233933162
"Clothing","Mens","Accessories",599,0,"",1.20040080160321
"Clothing","Mens","Accessories",301,0,"",1
"Clothing","Womens","Western",1699,0,"",1.2144388849178
"Clothing","Mens","Accessories",599,0,"",1.20040080160321
"Clothing","Womens","Ethnic",1499,0,"",3.00400801603206
"Footwear","Womens","Heels",2190,0,"",2.22335025380711
"Clothing","Womens","Western",1299,0,"",1.2502406159769
"Clothing","Womens","Ethnic",1199,0,"",2.40280561122244
"Clothing","Mens","Accessories",451,0,"",1
"Kitchen","Dining","Bulbs",899,0,"Eveready",2.14047619047619
"Footwear","Womens","Heels",2190,0,"",2.22335025380711
"Clothing","Womens","Ethnic",1600,0,"Finesse",1.23076923076923
"Footwear","Womens","Heels",2170,0,"",2.19191919191919
"Automotive","Accessories","parts",999,0,"MOCC",3.56785714285714
"Clothing","Womens","Ethnic",749,0,"",2.340625
"Clothing","Mens","Winter",799,0,"",1
"Clothing","Womens","Western",2495,0,"",1.66666666666667
"Footwear","Womens","Heels",1630,0,"",2.18791946308725
"Clothing","Womens","Ethnic",1099,0,"",2.20240480961924
"Kitchen","Dining","Bulbs",897,0,"Milky Way",2.71818181818182
"Clothing","Mens","Accessories",599,0,"",1.20040080160321
"Clothing","Womens","Ethnic",1499,0,"",3.00400801603206
"Clothing","Womens","Western",1199,0,"",1
"Clothing","Mens","Accessories",1000,0,"",1.43061516452074
"Clothing","Mens","Accessories",599,0,"",1.20040080160321
"Kitchen","Dining","Bulbs",1050,0,"Rashmi",1.06060606060606
"Automotive","Accessories","parts",1999,0,"Xtreme",1.66722268557131
"Clothing","Mens","Winter",1045,0,"",1.16240266963293
"Footwear","Womens","Heels",2495,1,"",3.56938483547926
"Clothing","Womens","Ethnic",1599,0,"",4.04810126582279
"Footwear","Womens","Heels",1599,0,"",2.28755364806867
"Clothing","Mens","Accessories",699,0,"",2.80722891566265
"Footwear","Womens","Heels",3495,1,"",1
"Automotive","Accessories","parts",699,0,"Xtreme",2.00286532951289
"Clothing","Womens","Western",1449,0,"",1
"Clothing","Mens","Accessories",599,0,"",1.20040080160321
"Clothing","Mens","Accessories",699,0,"",1.40080160320641
"Mobiles","Accessories","Accessories",599,0,"Kanu",1.82066869300912
"Kitchen","Dining","Bulbs",699,0,"Philips",1.66825775656325
"Clothing","Mens","Accessories",301,0,"",1
"Clothing","Womens","Ethnic",1399,0,"",3.5062656641604
"Clothing","Womens","Ethnic",1099,0,"",2.20240480961924
"Clothing","Mens","Winter",1399,0,"",1.66746126340882
"Clothing","Mens","Accessories",599,0,"",1.20040080160321
"Clothing","Womens","Ethnic",1199,0,"",3.43553008595989
"Footwear","Womens","Heels",1748,0,"",2.50071530758226
"Clothing","Mens","Accessories",301,0,"",1
"Clothing","Womens","Ethnic",749,0,"",2.340625
"Clothing","Mens","Winter",999,0,"",1
"Footwear","Womens","Heels",1748,0,"",2.50071530758226
"Clothing","Mens","Accessories",2999,0,"",2.0006671114076
"Clothing","Womens","Ethnic",1499,0,"",3.00400801603206
"Clothing","Womens","Ethnic",1099,0,"",2.20240480961924
"Clothing","Mens","Accessories",599,0,"",1.20040080160321
"Automotive","Accessories","parts",665,0,"Bosch",1.20909090909091
"Footwear","Womens","Heels",2090,0,"",2.75
"Clothing","Mens","Accessories",301,0,"",1
"Footwear","Womens","Heels",1899,0,"",2.00105374077977
"Clothing","Womens","Ethnic",900,0,"",2.27848101265823
"Footwear","Womens","Heels",2590,0,"",3.24155193992491
"Mobiles","Accessories","Accessories",590,0,"Jojo",2.07017543859649
"Clothing","Womens","Ethnic",1499,0,"",3.75689223057644
"Footwear","Womens","Heels",2190,0,"",2.86274509803922
"Kitchen","Dining","Bulbs",1000,0,"Galaxy",2.5062656641604
"Clothing","Mens","Accessories",351,0,"",1
"Clothing","Womens","Ethnic",1099,0,"",2.20240480961924
"Clothing","Mens","Winter",1799,0,"",2.00111234705228
"Automotive","Accessories","parts",2500,0,"Speedwav",2.38549618320611
"Footwear","Womens","Heels",1500,0,"",2.17706821480406
"Mobiles","Accessories","Accessories",599,0,"Kanu",1.82066869300912
"Footwear","Womens","Heels",1748,0,"",2.50071530758226
"Footwear","Womens","Heels",2190,0,"",2.22335025380711
"Clothing","Womens","Ethnic",1099,0,"",2.20240480961924
"Baby","Care","Kids",799,0,"",2.00250626566416
"Clothing","Mens","Accessories",799,0,"",1
"Clothing","Mens","Accessories",501,0,"",1
"Clothing","Womens","Ethnic",1699,0,"",4.25814536340852
"Automotive","Accessories","parts",2500,0,"Speedwav",2.38549618320611
"Mobiles","Accessories","Accessories",599,0,"Kolorfame",2.00334448160535
"Clothing","Mens","Accessories",599,0,"",1.20040080160321
"Clothing","Womens","Ethnic",1399,0,"",3.5062656641604
"Clothing","Womens","Western",1699,0,"",1.17659279778393
"Clothing","Mens","Winter",1595,0,"",1.5965965965966
"Footwear","Womens","Heels",2500,0,"",2.78086763070078
"Automotive","Accessories","parts",800,0,"Type R",1.78173719376392
"Mobiles","Accessories","Accessories",590,0,"Jojo",2.07017543859649
"Clothing","Womens","Western",1299,1,"",1.17663043478261
"Clothing","Womens","Ethnic",1099,0,"",2.20240480961924
"Automotive","Accessories","parts",500,0,"Speedwav",1.79856115107914
"Footwear","Womens","Heels",2295,1,"",2.2972972972973
"Clothing","Womens","Ethnic",1200,0,"",2.44897959183673
"Mobiles","Accessories","Accessories",590,0,"Jojo",2.07017543859649
"Clothing","Womens","Ethnic",1999,0,"",5.16537467700258
"Clothing","Mens","Accessories",599,0,"",1.20040080160321
"Clothing","Mens","Winter",999,0,"",2.00200400801603
"Automotive","Accessories","parts",2500,0,"Speedwav",2.38549618320611
"Clothing","Mens","Accessories",2000,0,"",2.22469410456062
"Clothing","Womens","Western",1499,1,"",1
"Baby","Care","Kids",999,0,"",1.11123470522803
"Kitchen","Dining","Bulbs",790,0,"Victor",2.67796610169492
"Clothing","Mens","Accessories",599,0,"",1.20040080160321
"Clothing","Mens","Accessories",1000,0,"",1.43061516452074
"Clothing","Mens","Accessories",599,0,"",1.20040080160321
"Home","Decor","Needs",1749,0,"Vitalwalls",1.12911555842479
"Clothing","Mens","Accessories",301,0,"",1
"Home","Decor","Needs",2800,0,"Tao Communications",1.55555555555556
"Clothing","Womens","Ethnic",1795,0,"",4.49874686716792
"Clothing","Mens","Accessories",599,0,"",1.20040080160321
"Kitchen","Dining","Bulbs",898,0,"Infiniti",1
"Home","Decor","Needs",2299,0,"Wallmantra",1.31446540880503
"Jewellery","Necklaces","Necklaces",310,0,"Beautywear",1.03333333333333
"Footwear","Womens","Heels",1895,1,"",2.37171464330413
"Clothing","Mens","Winter",1599,0,"",2.00125156445557
"Home","Decor","Needs",2499,0,"Tallenge",1.38910505836576
"Home","Decor","Needs",2299,0,"Wallmantra",1.31446540880503
"Clothing","Mens","Accessories",599,0,"",1
"Jewellery","Necklaces","Necklaces",26800,0,"Jewelmantra",1
"Footwear","Womens","Heels",2248,0,"",2.50055617352614
"Footwear","Womens","Heels",1545,0,"",2.23913043478261
"Home","Decor","Needs",2499,0,"Tallenge",1.38910505836576
"Clothing","Womens","Ethnic",1099,0,"",2.20240480961924
"Footwear","Womens","Heels",1899,0,"",2.00105374077977
"Clothing","Womens","Western",1299,0,"",1
"Home","Decor","Needs",2299,0,"Wallmantra",1.31446540880503
"Jewellery","Necklaces","Necklaces",549,0,"Glam Accessories",1.1002004008016
"Jewellery","Necklaces","Necklaces",29700,0,"Nirvana",1.66666666666667
"Home","Decor","Needs",2299,0,"Wallmantra",1.31446540880503
"Home","Decor","Needs",1749,0,"Vitalwalls",1.12911555842479
"Home","Decor","Needs",1749,0,"Vitalwalls",1.12911555842479
"Home","Decor","Needs",2299,0,"Wallmantra",1.31446540880503
"Jewellery","Necklaces","Necklaces",3249,0,"Hawai",2.50115473441109
"Home","Decor","Needs",2499,0,"Tallenge",1.38910505836576
"Kitchen","Dining","Bulbs",1550,0,"Frazzer",3.85572139303483
"Jewellery","Necklaces","Necklaces",25000,0,"Shashvat Jewels",1
"Footwear","Womens","Heels",1199,0,"",2.0016694490818
"Home","Decor","Needs",2299,0,"Wallmantra",1.31446540880503
"Home","Decor","Needs",2299,0,"Wallmantra",1.31446540880503
"Kitchen","Dining","Pots",470,0,"Pakshal Premium",1.02173913043478
"Clothing","Womens","Fusion",4742,0,"RIPR",2.49973642593569
"Automotive","Accessories","parts",399,0,"Skycandle.in",1.74235807860262
"Footwear","Kids","Footwear",1999,0,"RED HORSE",2.22358175750834
"Footwear","Kids","Footwear",999,0,"RAJSAHI",2.00200400801603
"Home","Decor","Needs",450,0,"Kanha poshak",1.18421052631579
"Footwear","Kids","Footwear",399,0,"SCANTIA",1.33444816053512
"Home","Decor","Needs",499,0,"Stylla",1.66889632107023
"Clothing","Womens","Ethnic",827,0,"G Fashion",2.78451178451178
"Clothing","Womens","Fusion",2600,0,"Kalt",2.36363636363636
"Toys","School","Learning",1699,0,"SJ",2.00117785630153
"Toys","School","Learning",5700,0,"Aimedu Toy",2
"Home","Decor","Needs",1500,0,"Panditnmshrimali",1.875
"Clothing","Womens","Western",1299,0,"Kiosha",2.51257253384913
"Clothing","Womens","Western",799,0,"Slim",2.00250626566416
"Clothing","Womens","Western",799,0,"Relaxed",1.60120240480962
"Clothing","Womens","Western",899,0,"Regular Fit",2.0022271714922
"Home","Furnishing","Pillows",259,0,"HouseAttire",1.8768115942029
"Clothing","Womens","Western",1099,0,"",2.2246963562753
"Clothing","Womens","Western",749,0,"",1.50100200400802
"Clothing","Womens","Western",799,0,"Regular",2.21944444444444
"Clothing","Womens","Western",1500,0,"Regular",3.7593984962406
"Clothing","Womens","Western",349,0,"Slim",1.75376884422111
"Clothing","Womens","Western",1000,0,"Regular Fit",2.5062656641604
"Clothing","Womens","Western",999,0,"Regular",2.85428571428571
"Clothing","Womens","Western",599,0,"Regular",1.99666666666667
"Clothing","Womens","Western",599,0,"Regular",1.50125313283208
"Clothing","Womens","Ethnic",1499,0,"",2.1444921316166
"Clothing","Womens","Western",799,0,"Regular",2.00250626566416
"Clothing","Womens","Fusion",1895,0,"",3.44545454545455
"Jewellery","Bangles","Armlets",749,0,"Vaishali Bindi and Bangles",2.50501672240803
"Baby","Care","Wear",349,1,"",1.11146496815287
"Clothing","Womens","Western",799,0,"Slim",2.00250626566416
"Clothing","Womens","Western",1299,1,"Regular Fit",3.33933161953727
"Clothing","Womens","Western",1200,0,"Regular Fit",3.42857142857143
"Clothing","Womens","Western",799,0,"Regular",1.79550561797753
"Clothing","Womens","Western",999,0,"",5.02010050251256
"Clothing","Womens","Western",849,1,"Regular",2.00235849056604
"Clothing","Womens","Western",799,0,"",2.00250626566416
"Jewellery","Bangles","Armlets",649,0,"Vaishali Bindi and Bangles",2.60642570281124
"Jewellery","Bangles","Armlets",2000,0,"Kuhuk",4.04040404040404
"Clothing","Womens","Western",999,0,"Regular",2.01818181818182
"Jewellery","Bangles","Armlets",999,0,"Urthn",2.89565217391304
"Clothing","Womens","Western",799,0,"",1.66805845511482
"Clothing","Womens","Western",999,0,"Regular Fit",2.50375939849624
"Clothing","Womens","Western",999,0,"Regular fit",2.00200400801603
"Clothing","Womens","Western",1095,0,"Slim",2.21212121212121
"Jewellery","Bangles","Armlets",1797,0,"Sukkhi",4.0022271714922
"Clothing","Womens","Ethnic",1699,0,"",3.09471766848816
"Clothing","Womens","Western",599,0,"",1.99666666666667
"Clothing","Womens","Western",999,0,"",2.00200400801603
"Clothing","Kids","Girls",1149,0,"",2.30260521042084
"Clothing","Womens","Western",500,0,"Slim",1.81818181818182
"Clothing","Womens","Western",899,0,"",1.80160320641283
"Jewellery","Bangles","Armlets",1049,0,"Variation",2.62907268170426
"Home","Furnishing","Linen",1490,0,"The Fancy Mart",1.81707317073171
"Jewellery","Bangles","Armlets",960,0,"Charvee",1
"Jewellery","Bangles","Armlets",1860,0,"VK Jewels",3.45724907063197
"Jewellery","Bangles","Armlets",999,0,"Tiara Gems",2.85428571428571
"Jewellery","Bangles","Armlets",1722,0,"Madhyam Art",3.79295154185022
"Jewellery","Bangles","Armlets",1000,0,"Bhavika",5.0251256281407
"Jewellery","Bangles","Armlets",999,0,"Vedika Jewellery",2.86246418338109
"Jewellery","Bangles","Armlets",699,0,"Luxor",4.69127516778523
"Clothing","Womens","Western",1799,0,"",3.78736842105263
"Clothing","Womens","Western",1099,0,"Regular",2.22020202020202
"Jewellery","Bangles","Armlets",1299,0,"Vedika Jewellery",3.25563909774436
"Clothing","Womens","Western",849,0,"",2.00235849056604
"Jewellery","Bangles","Armlets",750,0,"Viva Fashions",1
"Clothing","Womens","Western",899,0,"",2.21975308641975
"Clothing","Womens","Western",1399,0,"Regular",3.61498708010336
"Clothing","Womens","Western",1095,0,"",3.33841463414634
"Clothing","Womens","Western",899,0,"Regular",1.99777777777778
"Clothing","Womens","Western",899,0,"Regular Fit",2.0022271714922
"Jewellery","Bangles","Armlets",999,0,"Vaishali Bindi and Bangles",2.50375939849624
"Jewellery","Bangles","Armlets",1495,0,"Shining Diva",5
"Clothing","Womens","Western",799,0,"Regular",2.00250626566416
"Clothing","Womens","Western",999,0,"Regular",2.00200400801603
"Jewellery","Bangles","Armlets",1499,0,"Classique Designer Jewellery",5.0133779264214
"Clothing","Womens","Western",899,0,"",2.0022271714922
"Jewellery","Bangles","Armlets",2450,0,"The Pari",5
"Clothing","Womens","Western",799,0,"Regular",1.66805845511482
"Clothing","Womens","Western",849,1,"Slim Fit",2.00235849056604
"Clothing","Womens","Western",995,0,"Regular",2.13978494623656
"Jewellery","Bangles","Armlets",995,0,"Urthn",2.88405797101449
"Clothing","Womens","Western",1745,0,"Slim",3.49699398797595
"Jewellery","Bangles","Armlets",1049,0,"Variation",2.62907268170426
"Jewellery","Bangles","Armlets",850,0,"Beingwomen",5.05952380952381
"Jewellery","Bangles","Armlets",1825,0,"Sukkhi",3.81002087682672
"Jewellery","Bangles","Armlets",600,0,"Shivam",1
"Jewellery","Bangles","Armlets",2089,0,"Ethnic Jewels",5.00959232613909
"Clothing","Womens","Western",999,0,"Regular Fit",2.00200400801603
"Jewellery","Bangles","Armlets",1995,0,"Shining Diva",5
"Clothing","Womens","Ethnic",1175,0,"",2.15596330275229
"Clothing","Womens","Ethnic",1725,0,"",2.48201438848921
"Jewellery","Bangles","Armlets",1491,0,"Sukkhi",3.73684210526316
"Clothing","Womens","Western",599,0,"",1.50125313283208
"Jewellery","Bangles","Armlets",1239,0,"Voylla",2.56521739130435
"Clothing","Womens","Western",999,0,"Regular",2.00200400801603
"Clothing","Womens","Western",599,1,"Regular",1.42959427207637
"Jewellery","Bangles","Armlets",1630,1,"Sukkhi",3.63028953229399
"Clothing","Womens","Western",899,0,"Regular",2.0022271714922
"Clothing","Womens","Western",999,0,"",3.34113712374582
"Jewellery","Bangles","Armlets",1825,0,"Sukkhi",3.81002087682672
"Clothing","Womens","Western",1199,0,"Regular",2.73120728929385
"Clothing","Womens","Western",599,0,"Regular",1.99666666666667
"Jewellery","Bangles","Armlets",950,0,"Viva Fashions",1
"Clothing","Womens","Western",1299,0,"",2.89309576837416
"Clothing","Womens","Western",799,1,"Regular Fit",2.52848101265823
"Clothing","Kids","Girls",2399,0,"",2.52792413066386
"Clothing","Womens","Western",649,0,"Slim",1.6265664160401
"Jewellery","Bangles","Armlets",2999,0,"JANKI JEWELLERS",6.01002004008016
"Clothing","Womens","Western",799,0,"Regular",2.00250626566416
"Jewellery","Bangles","Armlets",2100,0,"Prisha Collections",5
"Clothing","Womens","Western",1099,0,"Slim",2.20240480961924
"Jewellery","Bangles","Armlets",705,0,"Vismay Creation",2.87755102040816
"Clothing","Womens","Western",800,0,"Regular",2.00501253132832
"Clothing","Womens","Western",999,0,"Regular",2.22
"Clothing","Womens","Western",1499,1,"",4.29512893982808
"Clothing","Womens","Western",1699,0,"Slim",3.40480961923848
"Jewellery","Bangles","Armlets",649,0,"Vaishali Bindi and Bangles",2.60642570281124
"Jewellery","Bangles","Armlets",2000,0,"Kuhuk",5.71428571428571
"Clothing","Womens","Western",1595,0,"",3.54444444444444
"Clothing","Womens","Western",749,0,"Slim",2.00267379679144
"Clothing","Womens","Western",799,0,"Regular",2.00250626566416
"Clothing","Womens","Western",899,0,"Regular",2.0022271714922
"Clothing","Womens","Western",799,0,"Regular",2.00250626566416
"Clothing","Womens","Western",899,1,"",1.81983805668016
"Clothing","Womens","Western",1200,0,"Regular Fit",2.40480961923848
"Clothing","Womens","Fusion",2299,0,"",1.60320781032078
"Clothing","Womens","Western",1399,0,"Slim",4.71043771043771
"Jewellery","Bangles","Armlets",2999,0,"Classique Designer Jewellery",6.01002004008016
"Clothing","Womens","Western",599,0,"Regular Fit",1.99666666666667
"Jewellery","Bangles","Armlets",1000,0,"Dapinc",3.33333333333333
"Jewellery","Bangles","Armlets",1299,0,"Vedika Jewellery",3.25563909774436
"Clothing","Womens","Western",850,0,"Regular",2
"Clothing","Womens","Western",899,0,"Regular",1.80160320641283
"Clothing","Womens","Western",999,0,"Slim",2.00200400801603
"Clothing","Womens","Western",1250,0,"Regular",2.50501002004008
"Jewellery","Bangles","Armlets",850,0,"Viva Fashions",1
"Clothing","Womens","Western",999,0,"",2.50375939849624
"Clothing","Womens","Western",899,0,"Regular",2.0022271714922
"Clothing","Womens","Western",1099,0,"Regular",3.39197530864198
"Clothing","Womens","Western",799,0,"",1.77951002227171
"Clothing","Womens","Western",999,1,"Slim Fit",2.22494432071269
"Clothing","Womens","Western",1095,0,"Slim",2.21212121212121
"Clothing","Womens","Western",995,0,"Regular",2.13978494623656
"Clothing","Womens","Western",699,0,"Regular",2.00286532951289
"Jewellery","Bangles","Armlets",2000,0,"Kuhuk",4.04040404040404
"Clothing","Womens","Western",999,0,"Regular Fit",2.00200400801603
"Jewellery","Bangles","Armlets",1491,0,"Sukkhi",3.73684210526316
"Clothing","Womens","Western",699,0,"Slim",2.19811320754717
"Clothing","Womens","Western",699,0,"Regular",1.75187969924812
"Clothing","Womens","Western",1699,0,"Slim",3.40480961923848
"Clothing","Womens","Ethnic",1995,0,"",1.42806012884753
"Clothing","Womens","Ethnic",1149,0,"",2.1317254174397
"Jewellery","Bangles","Armlets",1800,0,"Paul Chains",4
"Clothing","Womens","Western",999,0,"Slim",2.00200400801603
"Jewellery","Bangles","Armlets",1600,0,"Kuhuk",3.55555555555556
"Jewellery","Bangles","Armlets",575,0,"Sarah",1
"Clothing","Womens","Western",899,1,"Slim Fit",2.22524752475248
"Clothing","Womens","Western",749,0,"Regular",1.66815144766147
"Clothing","Womens","Western",649,0,"Slim Fit",1.6265664160401
"Clothing","Womens","Western",799,1,"",2.00250626566416
"Clothing","Womens","Western",799,0,"Regular",1.97772277227723
"Clothing","Womens","Western",799,0,"Regular",2.00250626566416
"Jewellery","Bangles","Armlets",1185,0,"Adhira",3.96321070234114
"Clothing","Womens","Western",799,0,"Slim",2.00250626566416
"Clothing","Womens","Western",699,1,"Regular",1.66825775656325
"Clothing","Womens","Western",1099,0,"Slim",2.20240480961924
"Jewellery","Bangles","Armlets",1299,0,"Vedika Jewellery",3.464
"Clothing","Womens","Western",1095,0,"Slim",2.21212121212121
"Jewellery","Bangles","Armlets",299,0,"Nirosha",3.78481012658228
"Clothing","Womens","Western",795,0,"Regular Fit",2.00251889168766
"Clothing","Womens","Western",699,0,"Regular",2.00286532951289
"Clothing","Womens","Western",1500,0,"Slim",3.7593984962406
"Jewellery","Bangles","Armlets",800,0,"X Gold India",2.66666666666667
"Jewellery","Bangles","Armlets",1245,0,"Shining Diva",5
"Clothing","Womens","Western",749,0,"Regular",2.00267379679144
"Clothing","Womens","Western",749,0,"Regular",2.00267379679144
"Jewellery","Bangles","Armlets",1297,0,"Sukkhi",3.61281337047354
"Clothing","Womens","Western",599,0,"",2.00334448160535
"Jewellery","Bangles","Armlets",1321,0,"Luxor",3.52266666666667
"Clothing","Womens","Western",999,0,"",2.00200400801603
"Clothing","Womens","Western",1745,0,"Slim",3.49699398797595
"Home","Furnishing","Pillows",350,0,"Moonleaf",1.75879396984925
"Jewellery","Bangles","Armlets",999,0,"Tradeyard Impex",3
"Clothing","Womens","Western",699,0,"Regular",2.00286532951289
"Jewellery","Bangles","Armlets",999,0,"NJ",5.02010050251256
"Jewellery","Bangles","Armlets",1026,0,"Luxor",3.53793103448276
"Clothing","Womens","Western",800,0,"Regular",2.00501253132832
"Jewellery","Bangles","Armlets",1655,0,"Madhyam Art",4.15829145728643
"Clothing","Womens","Western",1699,0,"Slim",3.40480961923848
"Jewellery","Bangles","Armlets",1200,0,"Paul Chains",4.0133779264214
"Jewellery","Bangles","Armlets",1378,0,"Mrigya",3.45363408521303
"Clothing","Womens","Western",895,0,"",2.00223713646532
"Clothing","Womens","Western",899,0,"Realx Fit",3.0066889632107
"Clothing","Womens","Western",599,0,"",2.00334448160535
"Clothing","Womens","Western",995,0,"Slim",2.34117647058824
"Clothing","Womens","Western",1199,0,"",2.67037861915367
"Clothing","Womens","Western",1399,1,"Slim",4.71043771043771
"Jewellery","Bangles","Armlets",750,0,"Viva Fashions",1
"Clothing","Womens","Western",1200,1,"Slim",3.00751879699248
"Clothing","Womens","Western",995,0,"Regular",2.13978494623656
"Clothing","Womens","Western",1499,0,"Plus",5.0133779264214
"Clothing","Womens","Western",1499,0,"Regular",3.00400801603206
"Clothing","Womens","Western",699,0,"Regular",1.75187969924812
"Clothing","Womens","Western",899,0,"Regular Fit",3.0066889632107
"Clothing","Womens","Western",1200,0,"Regular",2.40480961923848
"Clothing","Womens","Western",799,0,"",2.00250626566416
"Jewellery","Bangles","Armlets",850,0,"Beingwomen",5.05952380952381
"Jewellery","Bangles","Armlets",2089,0,"Ethnic Jewels",5.00959232613909
"Jewellery","Bangles","Armlets",1600,0,"Kuhuk",4.84848484848485
"Clothing","Womens","Western",799,1,"Slim Fit",2.00250626566416
"Clothing","Womens","Western",899,0,"Regular Fit",2.0022271714922
"Clothing","Womens","Western",998,0,"",2
"Clothing","Womens","Western",799,0,"Regular",3.32916666666667
"Clothing","Womens","Western",1199,0,"Regular",2.40280561122244
"Jewellery","Bangles","Armlets",500,0,"Praniti",1
"Jewellery","Bangles","Armlets",1763,0,"Sukkhi",3.92650334075724
"Clothing","Womens","Western",799,0,"Regular",1.66805845511482
"Clothing","Womens","Western",799,0,"",1.66805845511482
"Clothing","Womens","Western",699,0,"Slim",2.00286532951289
"Clothing","Womens","Western",899,0,"Slim",1.80885311871227
"Jewellery","Bangles","Armlets",1763,0,"Sukkhi",3.92650334075724
"Clothing","Womens","Western",999,1,"Regular Fit",2.00200400801603
"Clothing","Womens","Western",1099,0,"Regular Fit",3.61513157894737
"Clothing","Womens","Western",999,0,"regular",2.00200400801603
"Jewellery","Bangles","Armlets",999,0,"HKJ",3.71375464684015
"Clothing","Womens","Western",799,0,"Slim",2.00250626566416
"Clothing","Womens","Western",899,0,"Regular Fit",2.0022271714922
"Jewellery","Bangles","Armlets",900,0,"Viva Fashions",1
"Jewellery","Bangles","Armlets",625,0,"Kalaai",1
"Clothing","Womens","Western",549,0,"",1.99636363636364
"Jewellery","Bangles","Armlets",1378,0,"Mrigya",3.45363408521303
"Jewellery","Bangles","Armlets",1299,0,"Aayat",3.72206303724928
"Jewellery","Bangles","Armlets",1299,0,"Aayat",3.72206303724928
"Jewellery","Bangles","Armlets",1378,0,"Mrigya",3.45363408521303
"Jewellery","Bangles","Armlets",649,0,"Vaishali Bindi and Bangles",2.60642570281124
"Clothing","Womens","Western",999,0,"",3.03647416413374
"Clothing","Womens","Western",1299,0,"Slim",2.60320641282565
"Clothing","Womens","Western",999,0,"",2.00200400801603
"Clothing","Womens","Western",1199,0,"Casual",2.73120728929385
"Jewellery","Bangles","Armlets",917,0,"X Gold India",2.62
